Original Sort,PARCEL,Neighborhood,Property Type,Full Address,latitude,longitude,Did it sell?,Prediction,Actual,Prediction Result
2924,5089017012,Beverly Grove,Single Famly,,,,0,,,
2925,5089017014,Beverly Grove,Single Famly,,,,0,,,
2926,5089017015,Beverly Grove,Single Famly,,,,0,,,
2927,5089017018,Beverly Grove,Single Famly,,,,0,,,
2929,5527025010,Beverly Grove,Single Famly,,,,0,,,
2930,5526028020,Beverly Grove,Single Famly,,,,0,,,
2931,5527025005,Beverly Grove,Single Famly,,,,0,,,
2932,5527025003,Beverly Grove,Single Famly,,,,0,,,
2933,5527023012,Beverly Grove,Single Famly,,,,0,,,
2934,5527023005,Beverly Grove,Single Famly,,,,0,,,
2935,5089014012,Beverly Grove,Single Famly,,,,0,,,
2936,5089014011,Beverly Grove,Single Famly,,,,0,,,
2938,5089013026,Beverly Grove,Single Famly,,,,0,,,
2939,5089015012,Beverly Grove,Single Famly,,,,0,,,
2941,5089013037,Beverly Grove,Single Famly,,,,0,,,
2942,5089013038,Beverly Grove,Single Famly,,,,0,,,
2943,5526025010,Beverly Grove,Single Famly,,,,0,,,
2944,5526025004,Beverly Grove,Single Famly,,,,0,,,
2945,5526018011,Beverly Grove,Single Famly,,,,0,,,
2946,5511041025,Beverly Grove,Single Famly,,,,0,,,
2947,5511042024,Beverly Grove,Single Famly,,,,0,,,
2948,5511034015,Beverly Grove,Single Famly,,,,0,,,
2949,5510010005,Beverly Grove,Single Famly,,,,0,,,
2950,5510010006,Beverly Grove,Single Famly,,,,0,,,
2951,5510011025,Beverly Grove,Single Famly,,,,0,,,
2952,5510010007,Beverly Grove,Single Famly,,,,0,,,
2953,5510010008,Beverly Grove,Single Famly,,,,0,,,
2955,5510009002,Beverly Grove,Single Famly,,,,0,,,
2956,5510012024,Beverly Grove,Single Famly,,,,0,,,
2960,5510007002,Beverly Grove,Single Famly,,,,0,,,
2962,5510014024,Beverly Grove,Single Famly,,,,0,,,
2967,4335009022,Beverly Grove,Single Famly,,,,0,,,
2968,5514012015,Beverly Grove,Single Famly,,,,0,,,
2969,5514002013,Beverly Grove,Single Famly,,,,0,,,
2971,5514001023,Beverly Grove,Single Famly,,,,0,,,
2972,5514002007,Beverly Grove,Single Famly,,,,0,,,
2973,5514002006,Beverly Grove,Single Famly,,,,0,,,
2974,4335003012,Beverly Grove,Single Famly,,,,0,,,
2977,4335004020,Beverly Grove,Single Famly,,,,0,,,
2978,4335004021,Beverly Grove,Single Famly,,,,0,,,
2979,4335010001,Beverly Grove,Single Famly,,,,0,,,
2980,4335009021,Beverly Grove,Single Famly,,,,0,,,
2981,4335010003,Beverly Grove,Single Famly,,,,0,,,
2984,4335010008,Beverly Grove,Single Famly,,,,0,,,
2985,4335010010,Beverly Grove,Single Famly,,,,0,,,
2986,4335010011,Beverly Grove,Single Famly,,,,0,,,
2989,5088003062,Beverly Grove,Single Famly,,,,0,,,
2991,5088004045,Beverly Grove,Single Famly,,,,0,,,
2992,5088017031,Beverly Grove,Single Famly,,,,0,,,
2994,5088017026,Beverly Grove,Single Famly,,,,0,,,
2995,5510004035,Beverly Grove,Single Famly,,,,0,,,
2997,5088010016,Beverly Grove,Single Famly,,,,0,,,
3000,5514007032,Beverly Grove,Single Famly,,,,0,,,
3001,5514007031,Beverly Grove,Single Famly,,,,0,,,
3003,5514007012,Beverly Grove,Single Famly,,,,0,,,
3007,5514006022,Beverly Grove,Single Famly,,,,0,,,
3008,5514006020,Beverly Grove,Single Famly,,,,0,,,
3009,5514006032,Beverly Grove,Single Famly,,,,0,,,
3010,5514006019,Beverly Grove,Single Famly,,,,0,,,
3011,5514006031,Beverly Grove,Single Famly,,,,0,,,
3012,5514006027,Beverly Grove,Single Famly,,,,0,,,
3013,5528008061,Beverly Grove,Single Famly,,,,0,,,
3014,5528008039,Beverly Grove,Single Famly,,,,0,,,
3017,5514011027,Beverly Grove,Single Famly,,,,0,,,
3018,5514002040,Beverly Grove,Single Famly,,,,0,,,
3019,5514002038,Beverly Grove,Single Famly,,,,0,,,
3020,5514002036,Beverly Grove,Single Famly,,,,0,,,
3021,5514002031,Beverly Grove,Single Famly,,,,0,,,
3022,5514002017,Beverly Grove,Single Famly,,,,0,,,
3024,5088003057,Beverly Grove,Single Famly,,,,0,,,
3025,5088003058,Beverly Grove,Single Famly,,,,0,,,
3028,5510001009,Beverly Grove,Single Famly,,,,0,,,
3029,5510009025,Beverly Grove,Single Famly,,,,0,,,
3030,5511002016,Beverly Grove,Single Famly,,,,0,,,
3032,5511003011,Beverly Grove,Single Famly,,,,0,,,
3033,5511002018,Beverly Grove,Single Famly,,,,0,,,
3034,5511003010,Beverly Grove,Single Famly,,,,0,,,
3036,5511003009,Beverly Grove,Single Famly,,,,0,,,
3038,5511003008,Beverly Grove,Single Famly,,,,0,,,
3039,5511002021,Beverly Grove,Single Famly,,,,0,,,
3040,5511003007,Beverly Grove,Single Famly,,,,0,,,
3042,5511003005,Beverly Grove,Single Famly,,,,0,,,
3043,5527035009,Beverly Grove,Single Famly,,,,0,,,
3044,5527035008,Beverly Grove,Single Famly,,,,0,,,
3046,5527035007,Beverly Grove,Single Famly,,,,0,,,
3048,5527034017,Beverly Grove,Single Famly,,,,0,,,
3049,5527035005,Beverly Grove,Single Famly,,,,0,,,
3050,5527032012,Beverly Grove,Single Famly,,,,0,,,
3051,5527033025,Beverly Grove,Single Famly,,,,0,,,
3052,5527033024,Beverly Grove,Single Famly,,,,0,,,
3053,5527032010,Beverly Grove,Single Famly,,,,0,,,
3055,5527033022,Beverly Grove,Single Famly,,,,0,,,
3057,5527033019,Beverly Grove,Single Famly,,,,0,,,
3059,5527033017,Beverly Grove,Single Famly,,,,0,,,
3060,5527032003,Beverly Grove,Single Famly,,,,0,,,
3061,5527033016,Beverly Grove,Single Famly,,,,0,,,
3062,5527032002,Beverly Grove,Single Famly,,,,0,,,
3063,5527032001,Beverly Grove,Single Famly,,,,0,,,
3064,5511024029,Beverly Grove,Single Famly,,,,0,,,
3065,5511023001,Beverly Grove,Single Famly,,,,0,,,
3066,5511024028,Beverly Grove,Single Famly,,,,0,,,
3069,5511024026,Beverly Grove,Single Famly,,,,0,,,
3070,5511024025,Beverly Grove,Single Famly,,,,0,,,
3071,5511023006,Beverly Grove,Single Famly,,,,0,,,
3072,5511024023,Beverly Grove,Single Famly,,,,0,,,
3073,5511024022,Beverly Grove,Single Famly,,,,0,,,
3076,5511024020,Beverly Grove,Single Famly,,,,0,,,
3077,5511023010,Beverly Grove,Single Famly,,,,0,,,
3078,5511024019,Beverly Grove,Single Famly,,,,0,,,
3079,5511023011,Beverly Grove,Single Famly,,,,0,,,
3083,5514009002,Beverly Grove,Single Famly,,,,0,,,
3084,5514003056,Beverly Grove,Single Famly,,,,0,,,
3087,5514004010,Beverly Grove,Single Famly,,,,0,,,
3088,5514003051,Beverly Grove,Single Famly,,,,0,,,
3089,5514003050,Beverly Grove,Single Famly,,,,0,,,
3090,5514003048,Beverly Grove,Single Famly,,,,0,,,
3091,5514004004,Beverly Grove,Single Famly,,,,0,,,
3093,5514004002,Beverly Grove,Single Famly,,,,0,,,
3094,4334023051,Beverly Grove,Single Famly,,,,0,,,
3095,4334023015,Beverly Grove,Single Famly,,,,0,,,
3096,4334023047,Beverly Grove,Single Famly,,,,0,,,
3097,5514009048,Beverly Grove,Single Famly,,,,0,,,
3099,5514004053,Beverly Grove,Single Famly,,,,0,,,
3100,5514004049,Beverly Grove,Single Famly,,,,0,,,
3101,5514004046,Beverly Grove,Single Famly,,,,0,,,
3103,4334019007,Beverly Grove,Single Famly,,,,0,,,
3104,4334019006,Beverly Grove,Single Famly,,,,0,,,
3106,4334019004,Beverly Grove,Single Famly,,,,0,,,
3107,4334019003,Beverly Grove,Single Famly,,,,0,,,
3108,4334019002,Beverly Grove,Single Famly,,,,0,,,
3109,5514007009,Beverly Grove,Single Famly,,,,0,,,
3111,5514007006,Beverly Grove,Single Famly,,,,0,,,
3112,5514008038,Beverly Grove,Single Famly,,,,0,,,
3114,5514008036,Beverly Grove,Single Famly,,,,0,,,
3115,5514006011,Beverly Grove,Single Famly,,,,0,,,
3116,5514006008,Beverly Grove,Single Famly,,,,0,,,
3118,5514010036,Beverly Grove,Single Famly,,,,0,,,
3121,5514010034,Beverly Grove,Single Famly,,,,0,,,
3122,5514010030,Beverly Grove,Single Famly,,,,0,,,
3124,5514003027,Beverly Grove,Single Famly,,,,0,,,
3126,5514003037,Beverly Grove,Single Famly,,,,0,,,
3127,5514003036,Beverly Grove,Single Famly,,,,0,,,
3128,5514003022,Beverly Grove,Single Famly,,,,0,,,
3129,5514003035,Beverly Grove,Single Famly,,,,0,,,
3130,5514003031,Beverly Grove,Single Famly,,,,0,,,
3132,5514005038,Beverly Grove,Single Famly,,,,0,,,
3133,5528005079,Beverly Grove,Single Famly,,,,0,,,
3134,4335002012,Beverly Grove,Single Famly,,,,0,,,
3138,4335002004,Beverly Grove,Single Famly,,,,0,,,
3139,4335010022,Beverly Grove,Single Famly,,,,0,,,
3141,4335011003,Beverly Grove,Single Famly,,,,0,,,
3142,4335011004,Beverly Grove,Single Famly,,,,0,,,
3143,4335011006,Beverly Grove,Single Famly,,,,0,,,
3144,4335011009,Beverly Grove,Single Famly,,,,0,,,
3146,4335011010,Beverly Grove,Single Famly,,,,0,,,
3147,4335010013,Beverly Grove,Single Famly,,,,0,,,
3150,4335013003,Beverly Grove,Single Famly,,,,0,,,
3151,4335013004,Beverly Grove,Single Famly,,,,0,,,
3153,5511003014,Beverly Grove,Single Famly,,,,0,,,
3154,5511003015,Beverly Grove,Single Famly,,,,0,,,
3156,5511004008,Beverly Grove,Single Famly,,,,0,,,
3160,5511004006,Beverly Grove,Single Famly,,,,0,,,
3162,5511004005,Beverly Grove,Single Famly,,,,0,,,
3163,5511004004,Beverly Grove,Single Famly,,,,0,,,
3164,5527034009,Beverly Grove,Single Famly,,,,0,,,
3165,5527034006,Beverly Grove,Single Famly,,,,0,,,
3167,5527034003,Beverly Grove,Single Famly,,,,0,,,
3171,5527033007,Beverly Grove,Single Famly,,,,0,,,
3172,5514006046,Beverly Grove,Single Famly,,,,0,,,
3173,5527033005,Beverly Grove,Single Famly,,,,0,,,
3174,5527033002,Beverly Grove,Single Famly,,,,0,,,
3175,5514006041,Beverly Grove,Single Famly,,,,0,,,
3176,5527018015,Beverly Grove,Single Famly,,,,0,,,
3177,5528008050,Beverly Grove,Single Famly,,,,0,,,
3179,5511022017,Beverly Grove,Single Famly,,,,0,,,
3180,5511023022,Beverly Grove,Single Famly,,,,0,,,
3181,5511022022,Beverly Grove,Single Famly,,,,0,,,
3182,5511022023,Beverly Grove,Single Famly,,,,0,,,
3183,5511023020,Beverly Grove,Single Famly,,,,0,,,
3184,5511022024,Beverly Grove,Single Famly,,,,0,,,
3186,5511022025,Beverly Grove,Single Famly,,,,0,,,
3187,5511023018,Beverly Grove,Single Famly,,,,0,,,
3189,5511022027,Beverly Grove,Single Famly,,,,0,,,
3190,5511023017,Beverly Grove,Single Famly,,,,0,,,
3191,5510019026,Beverly Grove,Single Famly,,,,0,,,
3192,5510017006,Beverly Grove,Single Famly,,,,0,,,
3193,5510020028,Beverly Grove,Single Famly,,,,0,,,
3194,5510016012,Beverly Grove,Single Famly,,,,0,,,
3195,5510011006,Beverly Grove,Single Famly,,,,0,,,
3197,5510013017,Beverly Grove,Single Famly,,,,0,,,
3199,5510014012,Beverly Grove,Single Famly,,,,0,,,
3200,5510015022,Beverly Grove,Single Famly,,,,0,,,
3201,5088007001,Beverly Grove,Single Famly,,,,0,,,
3202,5088008034,Beverly Grove,Single Famly,,,,0,,,
3204,5088007008,Beverly Grove,Single Famly,,,,0,,,
3205,5088008030,Beverly Grove,Single Famly,,,,0,,,
3206,5088008029,Beverly Grove,Single Famly,,,,0,,,
3208,5088007013,Beverly Grove,Single Famly,,,,0,,,
3209,5088007014,Beverly Grove,Single Famly,,,,0,,,
3210,5088007015,Beverly Grove,Single Famly,,,,0,,,
3211,5088008023,Beverly Grove,Single Famly,,,,0,,,
3212,5088006005,Beverly Grove,Single Famly,,,,0,,,
3213,5088007028,Beverly Grove,Single Famly,,,,0,,,
3214,5088007024,Beverly Grove,Single Famly,,,,0,,,
3216,5088007018,Beverly Grove,Single Famly,,,,0,,,
3218,5088006029,Beverly Grove,Single Famly,,,,0,,,
3220,5514010011,Beverly Grove,Single Famly,,,,0,,,
3221,5514010008,Beverly Grove,Single Famly,,,,0,,,
3223,5514011038,Beverly Grove,Single Famly,,,,0,,,
3224,5514003010,Beverly Grove,Single Famly,,,,0,,,
3227,5514002047,Beverly Grove,Single Famly,,,,0,,,
3228,5514002045,Beverly Grove,Single Famly,,,,0,,,
3230,5514002043,Beverly Grove,Single Famly,,,,0,,,
3231,5528008051,Beverly Grove,Single Famly,,,,0,,,
3232,5528005080,Beverly Grove,Single Famly,,,,0,,,
3233,5088010006,Beverly Grove,Single Famly,,,,0,,,
3234,5088001020,Beverly Grove,Single Famly,,,,0,,,
3235,5088001012,Beverly Grove,Single Famly,,,,0,,,
3236,5088001008,Beverly Grove,Single Famly,,,,0,,,
3237,4334020006,Beverly Grove,Single Famly,,,,0,,,
3238,4334020004,Beverly Grove,Single Famly,,,,0,,,
3239,4334020001,Beverly Grove,Single Famly,,,,0,,,
3240,4334020059,Beverly Grove,Single Famly,,,,0,,,
3241,5514009018,Beverly Grove,Single Famly,,,,0,,,
3242,5514004035,Beverly Grove,Single Famly,,,,0,,,
3243,5088015016,Beverly Grove,Single Famly,,,,0,,,
3244,5088014015,Beverly Grove,Single Famly,,,,0,,,
3246,5088013020,Beverly Grove,Single Famly,,,,0,,,
3247,4334020051,Beverly Grove,Single Famly,,,,0,,,
3248,4334020047,Beverly Grove,Single Famly,,,,0,,,
3249,4334020046,Beverly Grove,Single Famly,,,,0,,,
3251,5510016024,Beverly Grove,Single Famly,,,,0,,,
3252,5510014018,Beverly Grove,Single Famly,,,,0,,,
3253,5085009009,Beverly Grove,Single Famly,,,,0,,,
3254,5085009008,Beverly Grove,Single Famly,,,,0,,,
3255,5085008025,Beverly Grove,Single Famly,,,,0,,,
3256,5085008018,Beverly Grove,Single Famly,,,,0,,,
3257,5085008017,Beverly Grove,Single Famly,,,,0,,,
3258,5085016035,Beverly Grove,Single Famly,,,,0,,,
3260,5085016032,Beverly Grove,Single Famly,,,,0,,,
3261,5085016029,Beverly Grove,Single Famly,,,,0,,,
3262,5085018011,Beverly Grove,Single Famly,,,,0,,,
3263,5085019014,Beverly Grove,Single Famly,,,,0,,,
3264,5085019015,Beverly Grove,Single Famly,,,,0,,,
3265,5085030011,Beverly Grove,Single Famly,,,,0,,,
3266,5085030010,Beverly Grove,Single Famly,,,,0,,,
3267,5085030009,Beverly Grove,Single Famly,,,,0,,,
3268,5085030008,Beverly Grove,Single Famly,,,,0,,,
3270,5085030005,Beverly Grove,Single Famly,,,,0,,,
3273,5085021009,Beverly Grove,Single Famly,,,,0,,,
3274,5085028008,Beverly Grove,Single Famly,,,,0,,,
3275,5085028009,Beverly Grove,Single Famly,,,,0,,,
3276,5085028012,Beverly Grove,Single Famly,,,,0,,,
3277,5085027030,Beverly Grove,Single Famly,,,,0,,,
3278,5085009014,Beverly Grove,Single Famly,,,,0,,,
3279,5085010019,Beverly Grove,Single Famly,,,,0,,,
3280,5085009041,Beverly Grove,Single Famly,,,,0,,,
3281,5086027015,Beverly Grove,Single Famly,,,,0,,,
3282,5086017011,Beverly Grove,Single Famly,,,,0,,,
3283,5086027023,Beverly Grove,Single Famly,,,,0,,,
3284,5086017003,Beverly Grove,Single Famly,,,,0,,,
3285,5086027025,Beverly Grove,Single Famly,,,,0,,,
3286,5086017002,Beverly Grove,Single Famly,,,,0,,,
3287,5086028015,Beverly Grove,Single Famly,,,,0,,,
3290,5085006015,Beverly Grove,Single Famly,,,,0,,,
3291,5085006018,Beverly Grove,Single Famly,,,,0,,,
3293,5085018018,Beverly Grove,Single Famly,,,,0,,,
3294,5085017008,Beverly Grove,Single Famly,,,,0,,,
3298,5085032003,Beverly Grove,Single Famly,,,,0,,,
3299,5085032004,Beverly Grove,Single Famly,,,,0,,,
3301,5085032015,Beverly Grove,Single Famly,,,,0,,,
3303,5085020027,Beverly Grove,Single Famly,,,,0,,,
3304,5085019028,Beverly Grove,Single Famly,,,,0,,,
3306,5085019031,Beverly Grove,Single Famly,,,,0,,,
3308,5070008013,Beverly Grove,Single Famly,,,,0,,,
3309,5070009001,Beverly Grove,Single Famly,,,,0,,,
3310,5086017015,Beverly Grove,Single Famly,,,,0,,,
3311,5084029006,Beverly Grove,Single Famly,,,,0,,,
3312,5070006033,Beverly Grove,Single Famly,,,,0,,,
3313,5086004008,Beverly Grove,Single Famly,,,,0,,,
3314,5086004007,Beverly Grove,Single Famly,,,,0,,,
3315,5086004006,Beverly Grove,Single Famly,,,,0,,,
3316,5070009002,Beverly Grove,Single Famly,,,,0,,,
3319,5070006020,Beverly Grove,Single Famly,,,,0,,,
3320,5070006029,Beverly Grove,Single Famly,,,,0,,,
3321,5070006028,Beverly Grove,Single Famly,,,,0,,,
3322,5070006026,Beverly Grove,Single Famly,,,,0,,,
3324,5085007027,Beverly Grove,Single Famly,,,,0,,,
3325,5085008006,Beverly Grove,Single Famly,,,,0,,,
3326,5085032035,Beverly Grove,Single Famly,,,,0,,,
3327,5085004004,Beverly Grove,Single Famly,,,,0,,,
3330,5085021029,Beverly Grove,Single Famly,,,,0,,,
3331,5085020013,Beverly Grove,Single Famly,,,,0,,,
3333,5085029005,Beverly Grove,Single Famly,,,,0,,,
3334,5085028029,Beverly Grove,Single Famly,,,,0,,,
3335,5085028031,Beverly Grove,Single Famly,,,,0,,,
3336,5086027009,Beverly Grove,Single Famly,,,,0,,,
3337,5085025009,Beverly Grove,Single Famly,,,,0,,,
3338,5086027004,Beverly Grove,Single Famly,,,,0,,,
3340,5086028007,Beverly Grove,Single Famly,,,,0,,,
3341,5085002023,Beverly Grove,Single Famly,,,,0,,,
3342,5085024004,Beverly Grove,Single Famly,,,,0,,,
3343,5085027017,Beverly Grove,Single Famly,,,,0,,,
3344,5085026025,Beverly Grove,Single Famly,,,,0,,,
3345,5085027011,Beverly Grove,Single Famly,,,,0,,,
3347,5087024011,Beverly Grove,Single Famly,,,,0,,,
3349,5087024013,Beverly Grove,Single Famly,,,,0,,,
3350,5087024016,Beverly Grove,Single Famly,,,,0,,,
3352,5087023003,Beverly Grove,Single Famly,,,,0,,,
3353,5087026029,Beverly Grove,Single Famly,,,,0,,,
3354,5087023008,Beverly Grove,Single Famly,,,,0,,,
3357,5087024032,Beverly Grove,Single Famly,,,,0,,,
3358,5087019008,Beverly Grove,Single Famly,,,,0,,,
3359,5087019011,Beverly Grove,Single Famly,,,,0,,,
3361,5087024028,Beverly Grove,Single Famly,,,,0,,,
3363,5087024025,Beverly Grove,Single Famly,,,,0,,,
3364,5087019016,Beverly Grove,Single Famly,,,,0,,,
3365,5087020002,Beverly Grove,Single Famly,,,,0,,,
3366,5087020003,Beverly Grove,Single Famly,,,,0,,,
3367,5087020004,Beverly Grove,Single Famly,,,,0,,,
3368,5087020005,Beverly Grove,Single Famly,,,,0,,,
3369,5087023021,Beverly Grove,Single Famly,,,,0,,,
3372,5087019029,Beverly Grove,Single Famly,,,,0,,,
3374,5087019025,Beverly Grove,Single Famly,,,,0,,,
3377,5087018014,Beverly Grove,Single Famly,,,,0,,,
3378,5087019022,Beverly Grove,Single Famly,,,,0,,,
3381,5087020030,Beverly Grove,Single Famly,,,,0,,,
3383,5087017003,Beverly Grove,Single Famly,,,,0,,,
3384,5087020028,Beverly Grove,Single Famly,,,,0,,,
3385,5087020027,Beverly Grove,Single Famly,,,,0,,,
3386,5087017005,Beverly Grove,Single Famly,,,,0,,,
3389,5087020024,Beverly Grove,Single Famly,,,,0,,,
3391,5087025021,Beverly Grove,Single Famly,,,,0,,,
3394,5525025019,Beverly Grove,Single Famly,,,,0,,,
3395,5525026032,Beverly Grove,Single Famly,,,,0,,,
3396,5525023022,Beverly Grove,Single Famly,,,,0,,,
3397,5525024003,Beverly Grove,Single Famly,,,,0,,,
3398,5525013013,Beverly Grove,Single Famly,,,,0,,,
3399,5525013012,Beverly Grove,Single Famly,,,,0,,,
3400,5512024007,Beverly Grove,Single Famly,,,,0,,,
3401,5089020034,Beverly Grove,Single Famly,,,,0,,,
3402,5089020033,Beverly Grove,Single Famly,,,,0,,,
3403,5089020028,Beverly Grove,Single Famly,,,,0,,,
3405,5089025032,Beverly Grove,Single Famly,,,,0,,,
3407,5525015014,Beverly Grove,Single Famly,,,,0,,,
3408,5525022024,Beverly Grove,Single Famly,,,,0,,,
3409,5525015015,Beverly Grove,Single Famly,,,,0,,,
3412,5525013016,Beverly Grove,Single Famly,,,,0,,,
3414,5526021014,Beverly Grove,Single Famly,,,,0,,,
3415,5526022027,Beverly Grove,Single Famly,,,,0,,,
3416,5526021015,Beverly Grove,Single Famly,,,,0,,,
3417,5526023003,Beverly Grove,Single Famly,,,,0,,,
3420,5526018013,Beverly Grove,Single Famly,,,,0,,,
3421,5526017013,Beverly Grove,Single Famly,,,,0,,,
3422,5526015013,Beverly Grove,Single Famly,,,,0,,,
3423,5526015014,Beverly Grove,Single Famly,,,,0,,,
3424,5527024024,Beverly Grove,Single Famly,,,,0,,,
3425,5527024025,Beverly Grove,Single Famly,,,,0,,,
3427,5089002017,Beverly Grove,Single Famly,,,,0,,,
3428,5089021026,Beverly Grove,Single Famly,,,,0,,,
3431,5089021020,Beverly Grove,Single Famly,,,,0,,,
3433,5089024014,Beverly Grove,Single Famly,,,,0,,,
3434,5089024023,Beverly Grove,Single Famly,,,,0,,,
3435,5089021010,Beverly Grove,Single Famly,,,,0,,,
3436,5089020004,Beverly Grove,Single Famly,,,,0,,,
3437,5089021006,Beverly Grove,Single Famly,,,,0,,,
3438,5089020005,Beverly Grove,Single Famly,,,,0,,,
3439,5089020006,Beverly Grove,Single Famly,,,,0,,,
3440,5089025004,Beverly Grove,Single Famly,,,,0,,,
3441,5526027016,Beverly Grove,Single Famly,,,,0,,,
3442,5526027017,Beverly Grove,Single Famly,,,,0,,,
3443,5526027020,Beverly Grove,Single Famly,,,,0,,,
3446,5525027011,Beverly Grove,Single Famly,,,,0,,,
3447,5525028020,Beverly Grove,Single Famly,,,,0,,,
3448,5525028021,Beverly Grove,Single Famly,,,,0,,,
3449,5525027004,Beverly Grove,Single Famly,,,,0,,,
3450,5525027003,Beverly Grove,Single Famly,,,,0,,,
3451,5525028026,Beverly Grove,Single Famly,,,,0,,,
3453,5525021019,Beverly Grove,Single Famly,,,,0,,,
3454,5525022005,Beverly Grove,Single Famly,,,,0,,,
3455,5525022001,Beverly Grove,Single Famly,,,,0,,,
3457,5089020020,Beverly Grove,Single Famly,,,,0,,,
3458,5089020021,Beverly Grove,Single Famly,,,,0,,,
3459,5089025016,Beverly Grove,Single Famly,,,,0,,,
3461,5088004039,Beverly Grove,Single Famly,,,,0,,,
3462,5513001017,Beverly Grove,Single Famly,,,,0,,,
3463,5525026014,Beverly Grove,Single Famly,,,,0,,,
3464,5525026006,Beverly Grove,Single Famly,,,,0,,,
3465,5525023012,Beverly Grove,Single Famly,,,,0,,,
3471,5525022025,Beverly Grove,Single Famly,,,,0,,,
3472,5525015016,Beverly Grove,Single Famly,,,,0,,,
3473,5525014014,Beverly Grove,Single Famly,,,,0,,,
3474,5525015022,Beverly Grove,Single Famly,,,,0,,,
3475,5512024030,Beverly Grove,Single Famly,,,,0,,,
3476,5513020010,Beverly Grove,Single Famly,,,,0,,,
3477,5513020011,Beverly Grove,Single Famly,,,,0,,,
3478,5512017019,Beverly Grove,Single Famly,,,,0,,,
3479,5512014009,Beverly Grove,Single Famly,,,,0,,,
3480,5526035019,Beverly Grove,Single Famly,,,,0,,,
3481,5526022028,Beverly Grove,Single Famly,,,,0,,,
3483,5526021016,Beverly Grove,Single Famly,,,,0,,,
3485,5526020009,Beverly Grove,Single Famly,,,,0,,,
3488,5526021024,Beverly Grove,Single Famly,,,,0,,,
3489,5512018033,Beverly Grove,Single Famly,,,,0,,,
3491,5512018028,Beverly Grove,Single Famly,,,,0,,,
3492,5512018027,Beverly Grove,Single Famly,,,,0,,,
3494,5512018026,Beverly Grove,Single Famly,,,,0,,,
3495,5512015009,Beverly Grove,Single Famly,,,,0,,,
3496,5512015010,Beverly Grove,Single Famly,,,,0,,,
3497,5512018024,Beverly Grove,Single Famly,,,,0,,,
3498,5512008019,Beverly Grove,Single Famly,,,,0,,,
3499,5512006016,Beverly Grove,Single Famly,,,,0,,,
3500,5512008020,Beverly Grove,Single Famly,,,,0,,,
3501,5512006015,Beverly Grove,Single Famly,,,,0,,,
3503,5512006014,Beverly Grove,Single Famly,,,,0,,,
3504,5512008022,Beverly Grove,Single Famly,,,,0,,,
3505,5512006013,Beverly Grove,Single Famly,,,,0,,,
3507,5512006012,Beverly Grove,Single Famly,,,,0,,,
3508,5512008024,Beverly Grove,Single Famly,,,,0,,,
3509,5512006011,Beverly Grove,Single Famly,,,,0,,,
3510,5512008025,Beverly Grove,Single Famly,,,,0,,,
3514,5512008027,Beverly Grove,Single Famly,,,,0,,,
3516,5512008028,Beverly Grove,Single Famly,,,,0,,,
3517,5512006007,Beverly Grove,Single Famly,,,,0,,,
3518,5512008029,Beverly Grove,Single Famly,,,,0,,,
3519,5512006006,Beverly Grove,Single Famly,,,,0,,,
3520,5526017011,Beverly Grove,Single Famly,,,,0,,,
3521,5526018017,Beverly Grove,Single Famly,,,,0,,,
3522,5512009012,Beverly Grove,Single Famly,,,,0,,,
3523,5512010024,Beverly Grove,Single Famly,,,,0,,,
3525,5512007015,Beverly Grove,Single Famly,,,,0,,,
3527,5086023014,Beverly Grove,Single Famly,,,,0,,,
3528,5086020003,Beverly Grove,Single Famly,,,,0,,,
3529,5086023021,Beverly Grove,Single Famly,,,,0,,,
3530,5086019001,Beverly Grove,Single Famly,,,,0,,,
3531,5086024014,Beverly Grove,Single Famly,,,,0,,,
3533,5086019008,Beverly Grove,Single Famly,,,,0,,,
3534,5089018026,Beverly Grove,Single Famly,,,,0,,,
3535,5089019005,Beverly Grove,Single Famly,,,,0,,,
3537,5089026028,Beverly Grove,Single Famly,,,,0,,,
3538,5089018039,Beverly Grove,Single Famly,,,,0,,,
3542,5512014024,Beverly Grove,Single Famly,,,,0,,,
3543,5512014026,Beverly Grove,Single Famly,,,,0,,,
3545,5526038005,Beverly Grove,Single Famly,,,,0,,,
3546,5526038003,Beverly Grove,Single Famly,,,,0,,,
3548,5526033013,Beverly Grove,Single Famly,,,,0,,,
3549,5526034019,Beverly Grove,Single Famly,,,,0,,,
3550,5526033004,Beverly Grove,Single Famly,,,,0,,,
3551,5526033001,Beverly Grove,Single Famly,,,,0,,,
3552,5526023017,Beverly Grove,Single Famly,,,,0,,,
3553,5526024009,Beverly Grove,Single Famly,,,,0,,,
3554,5526023020,Beverly Grove,Single Famly,,,,0,,,
3555,5526020017,Beverly Grove,Single Famly,,,,0,,,
3557,5512012006,Beverly Grove,Single Famly,,,,0,,,
3558,5512012008,Beverly Grove,Single Famly,,,,0,,,
3560,5089018002,Beverly Grove,Single Famly,,,,0,,,
3561,5089018003,Beverly Grove,Single Famly,,,,0,,,
3563,5089018016,Beverly Grove,Single Famly,,,,0,,,
3564,5089018019,Beverly Grove,Single Famly,,,,0,,,
3565,5525026015,Beverly Grove,Single Famly,,,,0,,,
3566,5525025020,Beverly Grove,Single Famly,,,,0,,,
3567,5525025021,Beverly Grove,Single Famly,,,,0,,,
3568,5526035016,Beverly Grove,Single Famly,,,,0,,,
3569,5526035017,Beverly Grove,Single Famly,,,,0,,,
