Order,Parcel,Neighborhood,House Type,Address,Lat,Lng,Did it sell?,Prediction,Actual,Prediction Result
13829,5538017007,Hollywood,Single Famly,"832 N Edgemont St, Los Angeles, CA 90029",,,0,1,0,Prediction Incorrect - Not Sold
13831,5538009021,Hollywood,Single Famly,"842 N Alexandria Ave, Los Angeles, CA 90029",,,0,1,0,Prediction Incorrect - Not Sold
13836,5550012001,Hollywood,Single Famly,"1629 N Vista St, Los Angeles, CA 90046",,,0,1,0,Prediction Incorrect - Not Sold
13841,5551028012,Hollywood,Single Famly,"1356 N Orange Grove Ave, West Hollywood, CA 90046",,,0,1,0,Prediction Incorrect - Not Sold
13847,5525006030,Hollywood,Single Famly,"807 N Orange Dr, Los Angeles, CA 90038",,,0,1,0,Prediction Incorrect - Not Sold
13849,5524012007,Hollywood,Single Famly,"726 N Citrus Ave, Los Angeles, CA 90038",,,0,1,0,Prediction Incorrect - Not Sold
13864,5538018021,Hollywood,Single Famly,"922 N Edgemont St, Los Angeles, CA 90029",,,0,1,0,Prediction Incorrect - Not Sold
13879,5547032009,Hollywood,Single Famly,"1322 N Mccadden Pl, Los Angeles, CA 90028",,,0,1,0,Prediction Incorrect - Not Sold
13887,5533002047,Hollywood,Single Famly,"1245 Wilcox Ave, Los Angeles, CA 90038",,,0,1,0,Prediction Incorrect - Not Sold
13888,5533002056,Hollywood,Single Famly,"6503 La Mirada Ave, Los Angeles, CA 90038",,,0,1,0,Prediction Incorrect - Not Sold
13904,5532004037,Hollywood,Single Famly,"1201 N Las Palmas Ave, Los Angeles, CA 90038",,,0,1,0,Prediction Incorrect - Not Sold
13906,5532004035,Hollywood,Single Famly,"1205 N Las Palmas Ave, Los Angeles, CA 90038",,,0,1,0,Prediction Incorrect - Not Sold
13907,5532004034,Hollywood,Single Famly,"1207 N Las Palmas Ave, Los Angeles, CA 90038",,,0,1,0,Prediction Incorrect - Not Sold
13911,5544001047,Hollywood,Single Famly,"5628 Cielo Way, Los Angeles, CA 90028",,,0,1,0,Prediction Incorrect - Not Sold
13924,5544001032,Hollywood,Single Famly,"5628 Observation Ln, Los Angeles, CA 90028",,,0,1,0,Prediction Incorrect - Not Sold
13933,5544001041,Hollywood,Single Famly,"5637 Observation Ln, Los Angeles, CA 90028",,,0,1,0,Prediction Incorrect - Not Sold
13934,5544001037,Hollywood,Single Famly,"5638 Observation Ln, Los Angeles, CA 90028",,,0,1,0,Prediction Incorrect - Not Sold
13943,5533002038,Hollywood,Single Famly,"6524 Fountain Ave, Hollywood, CA 90028",,,0,1,0,Prediction Incorrect - Not Sold
13944,5533002039,Hollywood,Single Famly,"6524 1/2 Fountain Ave, Los Angeles, CA 90028",,,0,1,0,Prediction Incorrect - Not Sold
13958,5550006005,Hollywood,Single Famly,"1535 N Curson Ave, Los Angeles, CA 90046",,,0,1,0,Prediction Incorrect - Not Sold
13959,5550007022,Hollywood,Single Famly,"1612 N Stanley Ave, Los Angeles, CA 90046",,,0,1,0,Prediction Incorrect - Not Sold
13997,5547032026,Hollywood,Single Famly,"1357 N Las Palmas Ave, Los Angeles, CA 90028",,,0,1,0,Prediction Incorrect - Not Sold
13998,5551029021,Hollywood,Single Famly,"1314 N Ogden Dr, West Hollywood, CA 90046",,,0,1,0,Prediction Incorrect - Not Sold
14009,5550004020,Hollywood,Single Famly,"1615 N Stanley Ave, Los Angeles, CA 90046",,,0,1,0,Prediction Incorrect - Not Sold
14012,5550011007,Hollywood,Single Famly,"1626 N Sierra Bonita Ave, Los Angeles, CA 90046",,,0,1,0,Prediction Incorrect - Not Sold
14022,5536004001,Hollywood,Single Famly,"1217 N St Andrews Pl, Los Angeles, CA 90038",,,0,1,0,Prediction Incorrect - Not Sold
14030,5535014003,Hollywood,Single Famly,"708 N Wilton Pl, Los Angeles, CA 90038",,,0,1,0,Prediction Incorrect - Not Sold
14043,5545008023,Hollywood,Single Famly,"6081 Harold Way, Los Angeles, CA 90028",,,0,1,0,Prediction Incorrect - Not Sold
14046,5533035018,Hollywood,Single Famly,"712 N Hudson Ave, Los Angeles, CA 90038",,,0,1,0,Prediction Incorrect - Not Sold
14047,5524008015,Hollywood,Single Famly,"712 N Cherokee Ave, Los Angeles, CA 90038",,,0,1,0,Prediction Incorrect - Not Sold
14050,5534027032,Hollywood,Single Famly,"5938 Barton Ave, Los Angeles, CA 90038",,,0,1,0,Prediction Incorrect - Not Sold
14052,5550013029,Hollywood,Single Famly,"1545 N Vista St, Los Angeles, CA 90046",,,0,1,0,Prediction Incorrect - Not Sold
14057,5533010026,Hollywood,Single Famly,"1157 Wilcox Pl, Los Angeles, CA 90038",,,0,1,0,Prediction Incorrect - Not Sold
14063,5550005006,Hollywood,Single Famly,"1538 Courtney Ave, Los Angeles, CA 90046",,,0,1,0,Prediction Incorrect - Not Sold
14067,5550015003,Hollywood,Single Famly,"1642 N Vista St, Los Angeles, CA 90046",,,0,1,0,Prediction Incorrect - Not Sold
14071,5551022001,Hollywood,Single Famly,"1557 Courtney Ave, Los Angeles, CA 90046",,,0,1,0,Prediction Incorrect - Not Sold
14075,5550004002,Hollywood,Single Famly,"1608 Courtney Ave, Los Angeles, CA 90046",,,0,1,0,Prediction Incorrect - Not Sold
14081,5524008008,Hollywood,Single Famly,"727 N June St, Los Angeles, CA 90038",,,0,1,0,Prediction Incorrect - Not Sold
14089,5524009002,Hollywood,Single Famly,"753 N Cherokee Ave, Los Angeles, CA 90038",,,0,1,0,Prediction Incorrect - Not Sold
14112,5551022006,Hollywood,Single Famly,"1529 Courtney Ave, Los Angeles, CA 90046",,,0,1,0,Prediction Incorrect - Not Sold
14120,5551021007,Hollywood,Single Famly,"1542 N Ogden Dr, Los Angeles, CA 90046",,,0,1,0,Prediction Incorrect - Not Sold
14132,5547021013,Hollywood,Single Famly,"6727 De Longpre Ave, Los Angeles, CA 90028",,,0,1,0,Prediction Incorrect - Not Sold
14162,5550010008,Hollywood,Single Famly,"1541 N Gardner St, Los Angeles, CA 90046",,,0,1,0,Prediction Incorrect - Not Sold
14176,5524014002,Hollywood,Single Famly,"752 N Orange Dr, Los Angeles, CA 90038",,,0,1,0,Prediction Incorrect - Not Sold
14180,5550010004,Hollywood,Single Famly,"1549 N Gardner St, Los Angeles, CA 90046",,,0,1,0,Prediction Incorrect - Not Sold
14213,5586029011,Hollywood,Single Famly,"1826 Canyon Dr, Los Angeles, CA 90028",,,0,1,0,Prediction Incorrect - Not Sold
14221,5551023013,Hollywood,Single Famly,"1450 N Genesee Ave, Los Angeles, CA 90046",,,0,1,0,Prediction Incorrect - Not Sold
14222,5550004014,Hollywood,Single Famly,"1637 N Stanley Ave, Los Angeles, CA 90046",,,0,1,0,Prediction Incorrect - Not Sold
14229,5551024012,Hollywood,Single Famly,"1450 N Ogden Dr, Los Angeles, CA 90046",,,0,1,0,Prediction Incorrect - Not Sold
14235,5551025014,Hollywood,Single Famly,"1444 N Orange Grove Ave, West Hollywood, CA 90046",,,0,1,0,Prediction Incorrect - Not Sold
14240,5525007012,Hollywood,Single Famly,"752 N Sycamore Ave, Los Angeles, CA 90038",,,0,1,0,Prediction Incorrect - Not Sold
14244,5551030002,Hollywood,Single Famly,"1309 N Spaulding Ave, Los Angeles, CA 90046",,,0,1,0,Prediction Incorrect - Not Sold
14247,5525007023,Hollywood,Single Famly,"733 N Orange Dr, Los Angeles, CA 90038",,,0,1,0,Prediction Incorrect - Not Sold
14249,5551014007,Hollywood,Single Famly,"1615 N Genesee Ave, Los Angeles, CA 90046",,,0,1,0,Prediction Incorrect - Not Sold
14262,5551021008,Hollywood,Single Famly,"1552 N Ogden Dr, Los Angeles, CA 90046",,,0,1,0,Prediction Incorrect - Not Sold
14264,5551022020,Hollywood,Single Famly,"1550 N Genesee Ave, Los Angeles, CA 90046",,,0,1,0,Prediction Incorrect - Not Sold
14271,5551013007,Hollywood,Single Famly,"1640 N Genesee Ave, Los Angeles, CA 90046",,,0,1,0,Prediction Incorrect - Not Sold
14272,5551020002,Hollywood,Single Famly,"1511 N Ogden Dr, Los Angeles, CA 90046",,,0,1,0,Prediction Incorrect - Not Sold
14275,5551025002,Hollywood,Single Famly,"1409 N Ogden Dr, Los Angeles, CA 90046",,,0,1,0,Prediction Incorrect - Not Sold
14299,5550008009,Hollywood,Single Famly,"1622 N Curson Ave, Los Angeles, CA 90046",,,0,1,0,Prediction Incorrect - Not Sold
14306,5586031003,Hollywood,Single Famly,"1853 Taft Ave, Los Angeles, CA 90028",,,0,1,0,Prediction Incorrect - Not Sold
14361,5586034008,Hollywood,Single Famly,"1755 N Wilton Pl, Los Angeles, CA 90028",,,0,1,0,Prediction Incorrect - Not Sold
14393,5545008035,Hollywood,Single Famly,"6078 Selma Ave, Los Angeles, CA 90028",,,0,1,0,Prediction Incorrect - Not Sold
14399,5550007007,Hollywood,Single Famly,"1641 N Curson Ave, Los Angeles, CA 90046",,,0,1,0,Prediction Incorrect - Not Sold
14405,5589038012,Hollywood,Single Famly,"1742 N Kenmore Ave, Los Angeles, CA 90027",,,0,1,0,Prediction Incorrect - Not Sold
14432,5550031002,Hollywood,Single Famly,"1352 N Spaulding Ave, Los Angeles, CA 90046",,,0,1,0,Prediction Incorrect - Not Sold
14436,5551025008,Hollywood,Single Famly,"1441 N Ogden Dr, Los Angeles, CA 90046",,,0,1,0,Prediction Incorrect - Not Sold
14455,5551022015,Hollywood,Single Famly,"1520 N Genesee Ave, Los Angeles, CA 90046",,,0,1,0,Prediction Incorrect - Not Sold
14456,5551021010,Hollywood,Single Famly,"1559 N Genesee Ave, Los Angeles, CA 90046",,,0,1,0,Prediction Incorrect - Not Sold
14457,5551015019,Hollywood,Single Famly,"1623 N Ogden Dr, Los Angeles, CA 90046",,,0,1,0,Prediction Incorrect - Not Sold
14460,5550008007,Hollywood,Single Famly,"1630 N Curson Ave, Los Angeles, CA 90046",,,0,1,0,Prediction Incorrect - Not Sold
14472,5551029019,Hollywood,Single Famly,"1324 N Ogden Dr, West Hollywood, CA 90046",,,0,1,0,Prediction Incorrect - Not Sold
14477,5550015004,Hollywood,Single Famly,"1636 N Vista St, Los Angeles, CA 90046",,,0,1,0,Prediction Incorrect - Not Sold
14494,5525007016,Hollywood,Single Famly,"732 N Sycamore Ave, Los Angeles, CA 90038",,,0,1,0,Prediction Incorrect - Not Sold
14505,5550007008,Hollywood,Single Famly,"1637 N Curson Ave, Los Angeles, CA 90046",,,0,1,0,Prediction Incorrect - Not Sold
14510,5551015038,Hollywood,Single Famly,"1616 N Orange Grove Ave, Los Angeles, CA 90046",,,0,1,0,Prediction Incorrect - Not Sold
14525,5551020014,Hollywood,Single Famly,"1530 N Orange Grove Ave, Los Angeles, CA 90046",,,0,1,0,Prediction Incorrect - Not Sold
14548,5551014002,Hollywood,Single Famly,"1610 N Ogden Dr, Los Angeles, CA 90046",,,0,1,0,Prediction Incorrect - Not Sold
14549,5551014005,Hollywood,Single Famly,"1627 N Genesee Ave, Los Angeles, CA 90046",,,0,1,0,Prediction Incorrect - Not Sold
14570,5550004009,Hollywood,Single Famly,"1636 Courtney Ave, Los Angeles, CA 90046",,,0,1,0,Prediction Incorrect - Not Sold
14572,5551019010,Hollywood,Single Famly,"1557 N Orange Grove Ave, Los Angeles, CA 90046",,,0,1,0,Prediction Incorrect - Not Sold
14575,5524010012,Hollywood,Single Famly,"6411 Melrose Ave, Los Angeles, CA 90038",,,0,1,0,Prediction Incorrect - Not Sold
14596,5551030020,Hollywood,Single Famly,"1314 N Genesee Ave, Los Angeles, CA 90046",,,0,1,0,Prediction Incorrect - Not Sold
14609,5551027024,Hollywood,Single Famly,"1357 N Orange Grove Ave, West Hollywood, CA 90046",,,0,1,0,Prediction Incorrect - Not Sold
14613,5551028018,Hollywood,Single Famly,"1324 N Orange Grove Ave, West Hollywood, CA 90046",,,0,1,0,Prediction Incorrect - Not Sold
14618,5550007021,Hollywood,Single Famly,"1608 N Stanley Ave, Los Angeles, CA 90046",,,0,1,0,Prediction Incorrect - Not Sold
14620,5525007024,Hollywood,Single Famly,"737 N Orange Dr, Los Angeles, CA 90038",,,0,1,0,Prediction Incorrect - Not Sold
14630,5524014012,Hollywood,Single Famly,"727 N Mansfield Ave, Los Angeles, CA 90038",,,0,1,0,Prediction Incorrect - Not Sold
14690,5547008022,Hollywood,Single Famly,"1743 N Hudson Ave, Los Angeles, CA 90028",,,0,1,0,Prediction Incorrect - Not Sold
14709,5536025002,Hollywood,Single Famly,"1052 N Oxford Ave, Los Angeles, CA 90029",,,0,1,0,Prediction Incorrect - Not Sold
14716,5547007016,Hollywood,Single Famly,"1746 N Hudson Ave, Los Angeles, CA 90028",,,0,1,0,Prediction Incorrect - Not Sold
14717,5548024001,Hollywood,Single Famly,"1304 N Mansfield Ave, Los Angeles, CA 90028",,,0,1,0,Prediction Incorrect - Not Sold
14724,5538016005,Hollywood,Single Famly,"726 N Edgemont St, Los Angeles, CA 90029",,,0,1,0,Prediction Incorrect - Not Sold
14740,5548023042,Hollywood,Single Famly,"1341 N Mansfield Ave, Los Angeles, CA 90028",,,0,1,0,Prediction Incorrect - Not Sold
14811,5532002006,Hollywood,Single Famly,"1223 N June St, Los Angeles, CA 90038",,,0,1,0,Prediction Incorrect - Not Sold
14858,5535026015,Hollywood,Single Famly,"800 N Melrose Hl, Los Angeles, CA 90029",,,0,1,0,Prediction Incorrect - Not Sold
14876,5535028013,Hollywood,Single Famly,"4935 Marathon St, Los Angeles, CA 90029",,,0,1,0,Prediction Incorrect - Not Sold
14879,5546022011,Hollywood,Single Famly,"6254 De Longpre Ave, Los Angeles, CA 90028",,,0,1,0,Prediction Incorrect - Not Sold
14910,5540027002,Hollywood,Single Famly,"1184 N Kenmore Ave, Los Angeles, CA 90029",,,0,1,0,Prediction Incorrect - Not Sold
14928,5534017012,Hollywood,Single Famly,"5812 Virginia Ave, Los Angeles, CA 90038",,,0,1,0,Prediction Incorrect - Not Sold
14929,5536004012,Hollywood,Single Famly,"5637 Lexington Ave, Los Angeles, CA 90038",,,0,1,0,Prediction Incorrect - Not Sold
14958,5536003009,Hollywood,Single Famly,"5542 La Mirada Ave, Los Angeles, CA 90038",,,0,1,0,Prediction Incorrect - Not Sold
14972,5540008005,Hollywood,Single Famly,"1178 N Alexandria Ave, Los Angeles, CA 90029",,,0,1,0,Prediction Incorrect - Not Sold
14981,5538015025,Hollywood,Single Famly,"719 N Edgemont St, Los Angeles, CA 90029",,,0,1,0,Prediction Incorrect - Not Sold
15016,5534004010,Hollywood,Single Famly,"1243 N Gower St, Los Angeles, CA 90038",,,0,1,0,Prediction Incorrect - Not Sold
15051,5546020006,Hollywood,Single Famly,"6234 Afton Pl, Los Angeles, CA 90028",,,0,1,0,Prediction Incorrect - Not Sold
15065,5537023006,Hollywood,Single Famly,"935 N Kingsley Dr, Los Angeles, CA 90029",,,0,1,0,Prediction Incorrect - Not Sold
15089,5534015001,Hollywood,Single Famly,"6050 Fountain Ave, Los Angeles, CA 90028",,,0,1,0,Prediction Incorrect - Not Sold
15137,5544014012,Hollywood,Single Famly,"5100 Harold Way, Los Angeles, CA 90027",,,0,1,0,Prediction Incorrect - Not Sold
15142,5543024017,Hollywood,Single Famly,"1412 N Mariposa Ave, Los Angeles, CA 90027",,,0,1,0,Prediction Incorrect - Not Sold
15158,5532002017,Hollywood,Single Famly,"1254 N Cherokee Ave, Los Angeles, CA 90038",,,0,1,0,Prediction Incorrect - Not Sold
15182,5540008012,Hollywood,Single Famly,"1163 N Kenmore Ave, Los Angeles, CA 90029",,,0,1,0,Prediction Incorrect - Not Sold
15183,5544030036,Hollywood,Single Famly,"5522 Fernwood Ave, Los Angeles, CA 90028",,,0,1,0,Prediction Incorrect - Not Sold
15221,5536004003,Hollywood,Single Famly,"5608 La Mirada Ave, Los Angeles, CA 90038",,,0,1,0,Prediction Incorrect - Not Sold
15228,5538014012,Hollywood,Single Famly,"812 N Kenmore Ave, Los Angeles, CA 90029",,,0,1,0,Prediction Incorrect - Not Sold
15241,5536006001,Hollywood,Single Famly,"5757 Virginia Ave, Los Angeles, CA 90038",,,0,1,0,Prediction Incorrect - Not Sold
15242,5543023024,Hollywood,Single Famly,"1318 N Alexandria Ave, Los Angeles, CA 90027",,,0,1,0,Prediction Incorrect - Not Sold
15328,5532003028,Hollywood,Single Famly,"1255 N Cherokee Ave, Los Angeles, CA 90038",,,0,1,0,Prediction Incorrect - Not Sold
15331,5524007019,Hollywood,Single Famly,"832 N Cherokee Ave, Los Angeles, CA 90038",,,0,1,0,Prediction Incorrect - Not Sold
15343,5524008002,Hollywood,Single Famly,"6410 Waring Ave, Los Angeles, CA 90038",,,0,1,0,Prediction Incorrect - Not Sold
15353,5524011002,Hollywood,Single Famly,"753 N Mccadden Pl, Los Angeles, CA 90038",,,0,1,0,Prediction Incorrect - Not Sold
15369,5533037014,Hollywood,Single Famly,"726 N June St, Los Angeles, CA 90038",,,0,1,0,Prediction Incorrect - Not Sold
15474,5551027007,Hollywood,Single Famly,"1326 N Fairfax Ave, West Hollywood, CA 90046",,,0,1,0,Prediction Incorrect - Not Sold
15476,5550028016,Hollywood,Single Famly,"1356 N Stanley Ave, Los Angeles, CA 90046",,,0,1,0,Prediction Incorrect - Not Sold
15498,5550031017,Hollywood,Single Famly,"7659 Fountain Ave, Los Angeles, CA 90046",,,0,1,0,Prediction Incorrect - Not Sold
15521,5534028014,Hollywood,Single Famly,"911 N El Centro Ave, Los Angeles, CA 90038",,,0,1,0,Prediction Incorrect - Not Sold
15590,5533001055,Hollywood,Single Famly,"6517 Lexington Ave, Los Angeles, CA 90038",,,0,1,0,Prediction Incorrect - Not Sold
15637,5551027002,Hollywood,Single Famly,"1352 N Fairfax Ave, West Hollywood, CA 90046",,,0,1,0,Prediction Incorrect - Not Sold
15644,5548015021,Hollywood,Single Famly,"6811 Leland Way, Los Angeles, CA 90028",,,0,1,0,Prediction Incorrect - Not Sold
15653,5540025015,Hollywood,Single Famly,"1165 N Heliotrope Dr, Los Angeles, CA 90029",,,0,1,0,Prediction Incorrect - Not Sold
15658,5534030002,Hollywood,Single Famly,"5902 Willoughby Ave, Los Angeles, CA 90038",,,0,1,0,Prediction Incorrect - Not Sold
15677,5532015033,Hollywood,Single Famly,"6558 Barton Ave, Los Angeles, CA 90038",,,0,1,0,Prediction Incorrect - Not Sold
15707,5548023037,Hollywood,Single Famly,"1306 N Orange Dr, Los Angeles, CA 90028",,,0,1,0,Prediction Incorrect - Not Sold
15726,5569007070,Hollywood Hills,Single Famly,"2235 Hercules Dr, Los Angeles, CA 90046",,,0,1,,Prediction Incorrect - Not Sold
15734,5575011001,Hollywood Hills,Single Famly,"6666 Whitley Ter, Los Angeles, CA 90068",,,0,1,,Prediction Incorrect - Not Sold
15740,5561009038,Hollywood Hills,Single Famly,"1821 Marcheeta Pl, Los Angeles, CA 90069",,,0,1,,Prediction Incorrect - Not Sold
15751,4392010005,Hollywood Hills,Single Famly,"1271 N Doheny Dr, Los Angeles, CA 90069",,,0,1,,Prediction Incorrect - Not Sold
15756,5561009026,Hollywood Hills,Single Famly,"9283 Swallow Dr, Los Angeles, CA 90069",,,0,1,,Prediction Incorrect - Not Sold
15760,5561024012,Hollywood Hills,Single Famly,"1442 Tanager Way, Los Angeles, CA 90069",,,0,1,,Prediction Incorrect - Not Sold
15783,5560004009,Hollywood Hills,Single Famly,"9000 Thrasher Ave, Los Angeles, CA 90069",,,0,1,,Prediction Incorrect - Not Sold
15808,5561023039,Hollywood Hills,Single Famly,"1810 Rising Glen Rd, Los Angeles, CA 90069",,,0,1,,Prediction Incorrect - Not Sold
15843,5561001003,Hollywood Hills,Single Famly,"1462 Rising Glen Rd, Los Angeles, CA 90069",,,0,1,,Prediction Incorrect - Not Sold
15859,2427011030,Hollywood Hills,Single Famly,"7363 Woodrow Wilson Dr, Los Angeles, CA 90046",,,0,1,,Prediction Incorrect - Not Sold
15861,5561023025,Hollywood Hills,Single Famly,"1862 Rising Glen Rd, Los Angeles, CA 90069",,,0,1,,Prediction Incorrect - Not Sold
15867,5561022010,Hollywood Hills,Single Famly,"1667 Rising Glen Rd, Los Angeles, CA 90069",,,0,1,,Prediction Incorrect - Not Sold
15882,5570030008,Hollywood Hills,Single Famly,"8000 Woodrow Wilson Dr, Los Angeles, CA 90046",,,0,1,,Prediction Incorrect - Not Sold
15908,5570031013,Hollywood Hills,Single Famly,"2813 Westbrook Ave, Los Angeles, CA 90046",,,0,1,,Prediction Incorrect - Not Sold
15933,5561022014,Hollywood Hills,Single Famly,"1615 Rising Glen Rd, Los Angeles, CA 90069",,,0,1,,Prediction Incorrect - Not Sold
15938,5561022001,Hollywood Hills,Single Famly,"1616 Rising Glen Rd, Los Angeles, CA 90069",,,0,1,,Prediction Incorrect - Not Sold
15944,5560017010,Hollywood Hills,Single Famly,"8927 St Ives Dr, Los Angeles, CA 90069",,,0,1,,Prediction Incorrect - Not Sold
15948,5570019023,Hollywood Hills,Single Famly,"2940 Briar Knoll Dr, Los Angeles, CA 90046",,,0,1,,Prediction Incorrect - Not Sold
15955,2380003001,Hollywood Hills,Single Famly,"7757 Skyhill Dr, Los Angeles, CA 90068",,,0,1,,Prediction Incorrect - Not Sold
15973,5556033001,Hollywood Hills,Single Famly,"1661 Marmont Ave, Los Angeles, CA 90069",,,0,1,,Prediction Incorrect - Not Sold
15978,5561023010,Hollywood Hills,Single Famly,"8817 Pinto Pl, Los Angeles, CA 90069",,,0,1,,Prediction Incorrect - Not Sold
16039,5571005005,Hollywood Hills,Single Famly,"2370 Nichols Canyon Rd, Los Angeles, CA 90046",,,0,1,,Prediction Incorrect - Not Sold
16076,5561005014,Hollywood Hills,Single Famly,"1600 N Doheny Dr, Los Angeles, CA 90069",,,0,1,,Prediction Incorrect - Not Sold
16085,5571015003,Hollywood Hills,Single Famly,"2630 Nichols Canyon Rd, Los Angeles, CA 90046",,,0,1,,Prediction Incorrect - Not Sold
16102,5569020036,Hollywood Hills,Single Famly,"7511 Devista Dr, Los Angeles, CA 90046",,,0,1,,Prediction Incorrect - Not Sold
16113,5561006017,Hollywood Hills,Single Famly,"9230 Robin Dr, Los Angeles, CA 90069",,,0,1,,Prediction Incorrect - Not Sold
16116,5572012003,Hollywood Hills,Single Famly,"2241 Chelan Dr, Los Angeles, CA 90068",,,0,1,,Prediction Incorrect - Not Sold
16139,5569018056,Hollywood Hills,Single Famly,"2008 Hercules Dr, Los Angeles, CA 90046",,,0,1,,Prediction Incorrect - Not Sold
16234,5572016004,Hollywood Hills,Single Famly,"1915 Outpost Dr, Los Angeles, CA 90068",,,0,1,,Prediction Incorrect - Not Sold
16237,5560033007,Hollywood Hills,Single Famly,"1143 N Doheny Dr, Los Angeles, CA 90069",,,0,1,,Prediction Incorrect - Not Sold
16244,5556028010,Hollywood Hills,Single Famly,"8116 Laurel View Dr, Los Angeles, CA 90069",,,0,1,,Prediction Incorrect - Not Sold
16272,5560004011,Hollywood Hills,Single Famly,"9016 Thrasher Ave, Los Angeles, CA 90069",,,0,1,,Prediction Incorrect - Not Sold
16273,5570016008,Hollywood Hills,Single Famly,"7850 Torreyson Dr, Los Angeles, CA 90046",,,0,1,,Prediction Incorrect - Not Sold
16280,5561022008,Hollywood Hills,Single Famly,"8814 Pinto Pl, Los Angeles, CA 90069",,,0,1,,Prediction Incorrect - Not Sold
16289,5555028004,Hollywood Hills,Single Famly,"8261 Marmont Ln, Los Angeles, CA 90069",,,0,1,,Prediction Incorrect - Not Sold
16297,5570024044,Hollywood Hills,Single Famly,"7743 Woodrow Wilson Dr, Los Angeles, CA 90046",,,0,1,,Prediction Incorrect - Not Sold
16314,5564015028,Hollywood Hills,Single Famly,"8955 Wonderland Park Ave, Los Angeles, CA 90046",,,0,1,,Prediction Incorrect - Not Sold
16331,5569020044,Hollywood Hills,Single Famly,"2614 Zorada Dr, Los Angeles, CA 90046",,,0,1,,Prediction Incorrect - Not Sold
16335,5555012014,Hollywood Hills,Single Famly,"8458 Harold Way, Los Angeles, CA 90069",,,0,1,,Prediction Incorrect - Not Sold
16339,5570018010,Hollywood Hills,Single Famly,"2955 Briar Knoll Dr, Los Angeles, CA 90046",,,0,1,,Prediction Incorrect - Not Sold
16353,2428023029,Hollywood Hills,Single Famly,"6875 Pacific View Dr, Los Angeles, CA 90068",,,0,1,,Prediction Incorrect - Not Sold
16364,5565040034,Hollywood Hills,Single Famly,"8410 Edwin Dr, Los Angeles, CA 90046",,,0,1,,Prediction Incorrect - Not Sold
16365,5549014004,Hollywood Hills,Single Famly,"6940 Los Tilos Rd, Los Angeles, CA 90068",,,0,1,,Prediction Incorrect - Not Sold
16392,5551007022,Hollywood Hills,Single Famly,"1755 Nichols Canyon Rd, Los Angeles, CA 90046",,,0,1,,Prediction Incorrect - Not Sold
16409,5559013008,Hollywood Hills,Single Famly,"1498 Sunset Plaza Dr, Los Angeles, CA 90069",,,0,1,,Prediction Incorrect - Not Sold
16410,5558003016,Hollywood Hills,Single Famly,"1853 Sunset Plaza Dr, Los Angeles, CA 90069",,,0,1,,Prediction Incorrect - Not Sold
16427,5556027009,Hollywood Hills,Single Famly,"8161 Laurel View Dr, Los Angeles, CA 90069",,,0,1,,Prediction Incorrect - Not Sold
16446,5561022012,Hollywood Hills,Single Famly,"1643 Rising Glen Rd, Los Angeles, CA 90069",,,0,1,,Prediction Incorrect - Not Sold
16449,5560015014,Hollywood Hills,Single Famly,"1260 St Ives Pl, Los Angeles, CA 90069",,,0,1,,Prediction Incorrect - Not Sold
16462,5572010035,Hollywood Hills,Single Famly,"7183 Chelan Way, Los Angeles, CA 90068",,,0,1,,Prediction Incorrect - Not Sold
16465,5551010013,Hollywood Hills,Single Famly,"1830 N Stanley Ave, Los Angeles, CA 90046",,,0,1,,Prediction Incorrect - Not Sold
16507,5569027002,Hollywood Hills,Single Famly,"2381 Achilles Dr, Los Angeles, CA 90046",,,0,1,,Prediction Incorrect - Not Sold
16521,5561024006,Hollywood Hills,Single Famly,"1424 Tanager Way, Los Angeles, CA 90069",,,0,1,,Prediction Incorrect - Not Sold
16523,5570036012,Hollywood Hills,Single Famly,"8008 Briar Summit Dr, Los Angeles, CA 90046",,,0,1,,Prediction Incorrect - Not Sold
16541,5569012029,Hollywood Hills,Single Famly,"2072 Mount Olympus Dr, Los Angeles, CA 90046",,,0,1,,Prediction Incorrect - Not Sold
16561,5561008015,Hollywood Hills,Single Famly,"1814 N Doheny Dr, Los Angeles, CA 90069",,,0,1,,Prediction Incorrect - Not Sold
16563,5561007017,Hollywood Hills,Single Famly,"9329 Nightingale Dr, Los Angeles, CA 90069",,,0,1,,Prediction Incorrect - Not Sold
16572,5561007009,Hollywood Hills,Single Famly,"1733 N Doheny Dr, Los Angeles, CA 90069",,,0,1,,Prediction Incorrect - Not Sold
16596,5559021008,Hollywood Hills,Single Famly,"1357 Miller Dr, Los Angeles, CA 90069",,,0,1,,Prediction Incorrect - Not Sold
16598,5555018001,Hollywood Hills,Single Famly,"1480 N Kings Rd, Los Angeles, CA 90069",,,0,1,,Prediction Incorrect - Not Sold
16605,5559007004,Hollywood Hills,Single Famly,"8724 St Ives Dr, Los Angeles, CA 90069",,,0,1,,Prediction Incorrect - Not Sold
16608,5555024019,Hollywood Hills,Single Famly,"1480 N Sweetzer Ave, Los Angeles, CA 90069",,,0,1,,Prediction Incorrect - Not Sold
16614,5570005026,Hollywood Hills,Single Famly,"2783 La Castana Dr, Los Angeles, CA 90046",,,0,1,,Prediction Incorrect - Not Sold
16621,5561011004,Hollywood Hills,Single Famly,"1525 Blue Jay Way, Los Angeles, CA 90069",,,0,1,,Prediction Incorrect - Not Sold
16644,5561024011,Hollywood Hills,Single Famly,"8936 Thrasher Ave, Los Angeles, CA 90069",,,0,1,,Prediction Incorrect - Not Sold
